ID;TIME
15311;13494814.74608 ns;
15312;13233731.50080 ns;
15313;13188892.97545 ns;
15314;13223291.37474 ns;
15315;13224592.43238 ns;
15316;13200243.00367 ns;
15317;13185665.01141 ns;
15318;13298584.14829 ns;
15319;13273210.26474 ns;
15320;13203135.69158 ns;
15321;13258378.95274 ns;
15322;13198767.78871 ns;
15323;13290858.82753 ns;
15324;13407868.33316 ns;
15325;13185027.98676 ns;
15326;13144483.78980 ns;
15327;13362629.33910 ns;
15328;13157149.77682 ns;
15329;13343210.33210 ns;
15330;13160359.11441 ns;
15331;13251918.36804 ns;
15332;13123559.76552 ns;
15333;13157863.16991 ns;
15334;13476991.09465 ns;
15335;13207831.42000 ns;
15336;13186547.90521 ns;
15337;13190050.60941 ns;
15338;13230050.91399 ns;
15339;13223661.10981 ns;
15340;13213899.91790 ns;
15341;13200184.33034 ns;
15342;13358490.54158 ns;
15343;13238063.08210 ns;
15344;13284122.57135 ns;
15345;13228906.31855 ns;
15346;13270569.96524 ns;
15347;13218306.93632 ns;
15348;13213006.77955 ns;
15349;13236042.11211 ns;
15350;13238431.88584 ns;
15351;13197215.27398 ns;
15352;13378216.88503 ns;
15353;13286416.41885 ns;
15354;13668868.69073 ns;
15355;13309617.52683 ns;
15356;13371208.68266 ns;
15357;13475432.99198 ns;
15358;13622158.20700 ns;
15359;13655174.52359 ns;
15360;13243530.87693 ns;
15361;13498814.77654 ns;
15362;13349237.85180 ns;
15363;13212782.33081 ns;
15364;13211960.90430 ns;
15365;13999272.13788 ns;
15366;13665494.50904 ns;
15367;13271724.80524 ns;
15368;13206967.15266 ns;
15369;13223137.70652 ns;
15370;13297695.66655 ns;
15371;13236193.91769 ns;
15372;13396317.13927 ns;
15373;13237223.96046 ns;
15374;13297757.13384 ns;
15375;13245949.52166 ns;
15376;13177374.37785 ns;
15377;13213453.81439 ns;
15378;13213030.99394 ns;
15379;13161646.20221 ns;
15380;13289737.51515 ns;
15381;13246497.13933 ns;
15382;13168960.80971 ns;
15383;13273577.20584 ns;
15384;13159837.57377 ns;
15385;13619820.58734 ns;
15386;13131633.40092 ns;
15387;13192656.44997 ns;
15388;13341797.51575 ns;
15389;13193052.26207 ns;
15390;13199392.70616 ns;
15391;13216281.30972 ns;
15392;13213244.26681 ns;
15393;13170869.08966 ns;
15394;13223484.15852 ns;
15395;13228761.03222 ns;
15396;13743275.77651 ns;
15397;13310327.19463 ns;
15398;13268493.11590 ns;
15399;13300516.64263 ns;
15400;13261344.28382 ns;
15401;13266270.98024 ns;
15402;13218699.02313 ns;
15403;13183806.09155 ns;
15404;13182835.65342 ns;
15405;13252640.14304 ns;
15406;13263706.11787 ns;
15407;13190190.30780 ns;
15408;13180102.22167 ns;
15409;13191344.21647 ns;
15410;13163493.94619 ns;
15411;13200704.93966 ns;
15412;13184762.55983 ns;
15413;13179582.54367 ns;
15414;13200148.00876 ns;
15415;13236372.73163 ns;
15416;13329939.91673 ns;
15417;13194987.55038 ns;
15418;13146136.88737 ns;
15419;13206548.05750 ns;
15420;13248811.47593 ns;
15421;13352092.35549 ns;
15422;13300977.64730 ns;
15423;13271448.20243 ns;
15424;13163466.93784 ns;
15425;13179726.89867 ns;
15426;13180467.30012 ns;
15427;13159909.28560 ns;
15428;13278862.46145 ns;
15429;13278793.54358 ns;
15430;13239864.25996 ns;
15431;13233700.76716 ns;
15432;13179834.00077 ns;
15433;13273888.26758 ns;
15434;13215330.42938 ns;
15435;13463202.86393 ns;
15436;13221325.35279 ns;
15437;13158908.11384 ns;
15438;13183994.21871 ns;
15439;13211249.37385 ns;
15440;13158094.13791 ns;
15441;13201943.59869 ns;
15442;13722635.80561 ns;
15443;13538694.00918 ns;
15444;13366055.67485 ns;
15445;13291155.91943 ns;
15446;13252388.68594 ns;
15447;13286257.16269 ns;
15448;13306965.12014 ns;
15449;13279776.08889 ns;
15450;13203565.96261 ns;
15451;13455298.72924 ns;
15452;13626879.08113 ns;
15453;13623039.23815 ns;
15454;13600868.17294 ns;
15455;13717428.78109 ns;
15456;13580183.49856 ns;
15457;13562819.92048 ns;
15458;13727385.55074 ns;
15459;13586773.53710 ns;
15460;13554161.41450 ns;
15461;13567934.74406 ns;
15462;13466576.11430 ns;
15463;13562795.70609 ns;
15464;13528279.02883 ns;
15465;13544929.21382 ns;
15466;13678375.63157 ns;
15467;13723770.15650 ns;
15468;13902918.43563 ns;
15469;13798438.01260 ns;
15470;13644685.96876 ns;
15471;13579230.75557 ns;
15472;13605195.09763 ns;
15473;13591791.50313 ns;
15474;13578716.66551 ns;
15475;13626279.30939 ns;
15476;13580191.88046 ns;
15477;13735368.84785 ns;
15478;13596321.45613 ns;
15479;13627742.41716 ns;
15480;13646742.32900 ns;
15481;13616708.10729 ns;
15482;13891424.98374 ns;
15483;13631469.57010 ns;
15484;13582020.06668 ns;
15485;13379294.42525 ns;
15486;13435333.96721 ns;
15487;13436190.78398 ns;
15488;13463141.39664 ns;
15489;13508226.72248 ns;
15490;13474216.68470 ns;
15491;13618913.47915 ns;
15492;13555515.55753 ns;
15493;13586405.66468 ns;
15494;13607984.40874 ns;
15495;13564638.79347 ns;
15496;13662807.64341 ns;
15497;13622212.22371 ns;
15498;13617278.07671 ns;
15499;13579766.26605 ns;
15500;13672381.63948 ns;
15501;13616888.78387 ns;
15502;13563334.01054 ns;
15503;13634143.39721 ns;
15504;13612670.82393 ns;
15505;13745998.03239 ns;
15506;13575130.14227 ns;
15507;13568857.68473 ns;
15508;13626381.75488 ns;
15509;13578157.87196 ns;
15510;13550288.04392 ns;
15511;13552149.75774 ns;
15512;13162435.03243 ns;
15513;13605957.85081 ns;
15514;13684521.42924 ns;
15515;13553048.48403 ns;
15516;13642058.70777 ns;
15517;13576918.28161 ns;
15518;13537257.90977 ns;
15519;13892734.42328 ns;
15520;13655919.58165 ns;
15521;13305554.16644 ns;
15522;13296048.15692 ns;
15523;13393613.50983 ns;
15524;13244247.06399 ns;
15525;13294597.15635 ns;
15526;13665925.71139 ns;
15527;13614547.43892 ns;
15528;25831471.19731 ns;
15529;13591859.48968 ns;
15530;13567285.61223 ns;
15531;13558364.47328 ns;
15532;13593770.56360 ns;
15533;13599999.24898 ns;
15534;13564405.96282 ns;
15535;13578821.90496 ns;
15536;13671260.32710 ns;
15537;13382653.70578 ns;
15538;13445110.06027 ns;
15539;13370457.10534 ns;
15540;13430275.95431 ns;
15541;13416757.80714 ns;
15542;13518827.03602 ns;
15543;13862945.13941 ns;
15544;13590504.41533 ns;
15545;13569266.53534 ns;
15546;13743556.10460 ns;
15547;13587910.68196 ns;
15548;13998460.95592 ns;
15549;13663517.31122 ns;
15550;17570141.70289 ns;
15551;13632874.93587 ns;
15552;13604812.32405 ns;
15553;13654990.12172 ns;
15554;13638135.97709 ns;
15555;13593162.40996 ns;
15556;13637409.54548 ns;
15557;13617774.47164 ns;
15558;13416205.53285 ns;
15559;13472182.67620 ns;
15560;13716657.64600 ns;
15561;13434615.91750 ns;
15562;13459115.28915 ns;
15563;13541970.40200 ns;
15564;13464896.00837 ns;
15565;13485892.67582 ns;
15566;13383203.18609 ns;
15567;13513135.72377 ns;
15568;13634025.11925 ns;
15569;13958411.29124 ns;
15570;14176772.90738 ns;
15571;13879963.19681 ns;
15572;13692340.81358 ns;
15573;13824853.11478 ns;
15574;13902696.78086 ns;
15575;13873889.11098 ns;
15576;13765243.81340 ns;
15577;13205956.66766 ns;
15578;13549406.08144 ns;
15579;13626134.95439 ns;
15580;13259892.35193 ns;
15581;13159897.17841 ns;
15582;13160066.67912 ns;
15583;13156527.65334 ns;
15584;13220530.93463 ns;
15585;13222876.93620 ns;
15586;13411512.59840 ns;
15587;13323071.41274 ns;
15588;13282977.04458 ns;
15589;13306505.04678 ns;
15590;13219865.97031 ns;
15591;13223872.52003 ns;
15592;13177985.32546 ns;
15593;13219681.56844 ns;
15594;13278000.98807 ns;
15595;13412233.44207 ns;
15596;13291412.03314 ns;
15597;13271838.42659 ns;
15598;13183139.26458 ns;
15599;13252727.68736 ns;
15600;13409346.34209 ns;
15601;13158566.31845 ns;
15602;13180040.75438 ns;
15603;13331042.60266 ns;
15604;13288162.64868 ns;
15605;13263593.42784 ns;
15606;13286551.46062 ns;
15607;13232350.34943 ns;
15608;13133672.06603 ns;
15609;13123375.36365 ns;
15610;13178799.30139 ns;
15611;13147770.42717 ns;
15612;13312080.87504 ns;
15613;13212628.66259 ns;
15614;13215905.05540 ns;
15615;13526624.06862 ns;
15616;13533835.29931 ns;
15617;13229491.18912 ns;
15618;13163159.60139 ns;
15619;13184008.18855 ns;
15620;13335089.19924 ns;
15621;13164374.97735 ns;
15622;13183918.78158 ns;
15623;13185835.44344 ns;
15624;13167548.92468 ns;
15625;13165195.47254 ns;
15626;13166270.21879 ns;
15627;13229151.25638 ns;
15628;13274258.00264 ns;
15629;13185958.37802 ns;
15630;13251346.53598 ns;
15631;13487031.68333 ns;
15632;13625228.77753 ns;
15633;13291619.71807 ns;
15634;13281489.72243 ns;
15635;13249840.58738 ns;
15636;13292958.95994 ns;
15637;13523187.48832 ns;
15638;13168147.76510 ns;
15639;13253227.80758 ns;
15640;13159986.58538 ns;
15641;13178437.94823 ns;
15642;13208623.04419 ns;
15643;13283332.80981 ns;
15644;13127550.48275 ns;
15645;13166530.98911 ns;
15646;13147429.56311 ns;
15647;13126716.94905 ns;
15648;13146486.13334 ns;
15649;13125058.26354 ns;
15650;13159116.73009 ns;
15651;13361849.82210 ns;
15652;13231359.42221 ns;
15653;13179996.05089 ns;
15654;13238961.80838 ns;
15655;13557551.42868 ns;
15656;13332660.30997 ns;
15657;13343692.75719 ns;
15658;13298966.92187 ns;
15659;13343739.32332 ns;
15660;13271594.42008 ns;
15661;13348136.09719 ns;
15662;13157242.90907 ns;
15663;13562637.38126 ns;
15664;13194747.26915 ns;
15665;13220047.57822 ns;
15666;13274752.53493 ns;
15667;13164439.23861 ns;
15668;13157238.25246 ns;
15669;13240369.96812 ns;
15670;13234030.45535 ns;
15671;13158492.74397 ns;
15672;13187879.69649 ns;
15673;13282131.40368 ns;
15674;13684066.94382 ns;
15675;13385808.09534 ns;
15676;13322719.37281 ns;
15677;13406670.65233 ns;
15678;13507840.22361 ns;
15679;13309304.60244 ns;
15680;13267903.58871 ns;
15681;13853739.94708 ns;
15682;13680436.64843 ns;
15683;13365115.03905 ns;
15684;13287160.54559 ns;
15685;13216330.66982 ns;
15686;13453619.55464 ns;
15687;13300313.61431 ns;
15688;13734417.96750 ns;
15689;13638563.45415 ns;
15690;13279273.17470 ns;
15691;13540878.89194 ns;
15692;13346545.39824 ns;
15693;13228241.35423 ns;
15694;13506108.89494 ns;
15695;13232793.65897 ns;
15696;13122381.64246 ns;
15697;13463964.68580 ns;
15698;13133982.19645 ns;
15699;13131679.03572 ns;
15700;13362271.71123 ns;
15701;13247241.26607 ns;
15702;13181995.60046 ns;
15703;13188761.65897 ns;
15704;13212392.10665 ns;
15705;13295987.62095 ns;
15706;13196500.94956 ns;
15707;13213137.16471 ns;
15708;13179903.84996 ns;
15709;13179448.43322 ns;
15710;13183579.78016 ns;
15711;13186648.48804 ns;
15712;13543207.19838 ns;
15713;13209619.55935 ns;
15714;13263930.56661 ns;
15715;13167329.13256 ns;
15716;13163334.69003 ns;
15717;13164276.25716 ns;
15718;13255337.25321 ns;
15719;13308962.80706 ns;
15720;13330142.94505 ns;
15721;13285669.49815 ns;
15722;13214617.96761 ns;
15723;13320837.16989 ns;
15724;13514709.65892 ns;
15725;13780319.13191 ns;
15726;13206847.94337 ns;
15727;13178119.43591 ns;
15728;13250222.42963 ns;
15729;13245818.20518 ns;
15730;13150429.35312 ns;
15731;13144887.05248 ns;
15732;13297076.33704 ns;
15733;13157679.69936 ns;
15734;13346945.86694 ns;
15735;13278784.23035 ns;
15736;13450933.62033 ns;
15737;13193551.45097 ns;
15738;13193158.43284 ns;
15739;13513904.06489 ns;
15740;13160166.33064 ns;
15741;13168745.67419 ns;
15742;13199967.33218 ns;
15743;13177350.16346 ns;
15744;13220968.65624 ns;
15745;13309697.62057 ns;
15746;13295686.80376 ns;
15747;13227718.88226 ns;
15748;13458796.77683 ns;
15749;13231037.18460 ns;
15750;13298433.27403 ns;
15751;13279110.19325 ns;
15752;13283337.46642 ns;
15753;13276468.96243 ns;
15754;13279893.43554 ns;
15755;13298197.64942 ns;
15756;13257957.99494 ns;
15757;13280713.93073 ns;
15758;13159064.57603 ns;
15759;13210055.41831 ns;
15760;13436269.94640 ns;
15761;13218709.26768 ns;
15762;13181703.16517 ns;
15763;13198869.30287 ns;
15764;13158268.29523 ns;
15765;13219023.12338 ns;
15766;13182784.43068 ns;
15767;13282985.42649 ns;
15768;13126129.28450 ns;
15769;13122646.13807 ns;
15770;13282234.78049 ns;
15771;13386559.67265 ns;
15772;13164523.98896 ns;
15773;13197067.19369 ns;
15774;13268432.57993 ns;
15775;13247070.83404 ns;
15776;13200297.02038 ns;
15777;13207670.30120 ns;
15778;13164221.30913 ns;
15779;13609714.80608 ns;
15780;13497610.57645 ns;
15781;13427970.93093 ns;
15782;13440537.26643 ns;
15783;13242340.64668 ns;
15784;13537379.91303 ns;
15785;13242976.74000 ns;
15786;13233986.68319 ns;
15787;13234394.60248 ns;
15788;13282152.82410 ns;
15789;14938831.32935 ns;
15790;13561674.39371 ns;
15791;13498727.23222 ns;
15792;13222121.63359 ns;
15793;13402467.59355 ns;
15794;13338761.40416 ns;
15795;13309635.22196 ns;
15796;13698433.52586 ns;
15797;13703419.82692 ns;
15798;13220182.61999 ns;
15799;13283858.07574 ns;
15800;13208135.03116 ns;
15801;13370318.33827 ns;
15802;13205600.90244 ns;
15803;13203505.42665 ns;
15804;13202870.26465 ns;
15805;13241865.67217 ns;
15806;13198000.37891 ns;
15807;13187667.35494 ns;
15808;13202156.87156 ns;
15809;13384638.35418 ns;
15810;13218966.31271 ns;
15811;13187725.09694 ns;
15812;14300475.82835 ns;
15813;13331100.34466 ns;
15814;13472246.93745 ns;
15815;13290473.25999 ns;
15816;13469098.13583 ns;
15817;13312767.25978 ns;
15818;13182341.12114 ns;
15819;13177959.24842 ns;
15820;13203370.38487 ns;
15821;13158993.79551 ns;
15822;13370052.91134 ns;
15823;13163137.24965 ns;
15824;13243183.49361 ns;
15825;13506823.21936 ns;
15826;13539806.93966 ns;
15827;13531318.86572 ns;
15828;13264445.58799 ns;
15829;13181300.83382 ns;
15830;13247273.86236 ns;
15831;13551214.70988 ns;
15832;13199200.85371 ns;
15833;13180309.90660 ns;
15834;13316979.63178 ns;
15835;13231977.82040 ns;
15836;13306364.41708 ns;
15837;13256601.98927 ns;
15838;13230449.52005 ns;
15839;13183514.58758 ns;
15840;13244895.26451 ns;
15841;13265650.71940 ns;
15842;13205262.83234 ns;
15843;13201695.86688 ns;
15844;13462471.77571 ns;
15845;13211255.89311 ns;
15846;13495885.76704 ns;
15847;13489459.64128 ns;
15848;13199924.49135 ns;
15849;13211764.39524 ns;
15850;13184763.49115 ns;
15851;13194244.35496 ns;
15852;13219630.34570 ns;
15853;13286519.79566 ns;
15854;13159426.86051 ns;
15855;13247171.41688 ns;
15856;13181251.47372 ns;
15857;13159591.70461 ns;
15858;13338276.18510 ns;
15859;13193490.91500 ns;
15860;13161627.57576 ns;
15861;13157594.94901 ns;
15862;13186015.18869 ns;
15863;13151339.25527 ns;
15864;13155384.92054 ns;
15865;13163969.85203 ns;
15866;13215639.62847 ns;
15867;13157106.93598 ns;
15868;13203893.78816 ns;
15869;13553939.75973 ns;
15870;13180053.79289 ns;
15871;13244399.80090 ns;
15872;13319774.53083 ns;
15873;13256770.55866 ns;
15874;13445497.49047 ns;
15875;13506622.98501 ns;
15876;13438619.67325 ns;
15877;13186442.66576 ns;
15878;13584704.13834 ns;
15879;13548192.56812 ns;
15880;13539885.17076 ns;
15881;13359358.53422 ns;
15882;13242529.70517 ns;
15883;13517422.60158 ns;
15884;13308108.78426 ns;
15885;13165727.25773 ns;
15886;13226602.22650 ns;
15887;13246771.87949 ns;
15888;13185229.15244 ns;
15889;13296429.99917 ns;
15890;13940846.54748 ns;
15891;13161697.42495 ns;
15892;13218156.99339 ns;
15893;13288779.18422 ns;
15894;13220299.03531 ns;
15895;13217544.18314 ns;
15896;13232090.51043 ns;
15897;13549195.60254 ns;
15898;13534415.51328 ns;
15899;13342016.37655 ns;
15900;13202995.99320 ns;
15901;13189981.69154 ns;
15902;13201208.78518 ns;
15903;13311446.64437 ns;
15904;14226700.17928 ns;
15905;13591606.16994 ns;
15906;13312446.88481 ns;
15907;13183962.55374 ns;
15908;13181095.94285 ns;
15909;13246565.12588 ns;
15910;13231407.85098 ns;
15911;13269083.57441 ns;
15912;13275800.27282 ns;
15913;13279359.78770 ns;
15914;13301437.72066 ns;
15915;13646057.80691 ns;
15916;13246183.28363 ns;
15917;13191715.81417 ns;
15918;13206328.26537 ns;
15919;13206035.83008 ns;
15920;13190915.80808 ns;
15921;13179709.20354 ns;
15922;13420142.23337 ns;
15923;13517719.69348 ns;
15924;13502859.51048 ns;
15925;13534785.24834 ns;
15926;13754130.34111 ns;
15927;13550407.25321 ns;
15928;13536986.89491 ns;
15929;13302975.33423 ns;
15930;13184888.28838 ns;
15931;13295792.97453 ns;
15932;13241562.99233 ns;
15933;13189707.88270 ns;
15934;13127271.08598 ns;
15935;13126076.19911 ns;
15936;13146121.05489 ns;
15937;13276880.60701 ns;
15938;13205293.56599 ns;
15939;13218704.61106 ns;
15940;13273982.33116 ns;
15941;13195045.29238 ns;
15942;13282076.45565 ns;
15943;13243861.49645 ns;
15944;13202430.68039 ns;
15945;13555354.43872 ns;
15946;13540333.13692 ns;
15947;13205766.67786 ns;
15948;13187400.99669 ns;
15949;13479986.22805 ns;
15950;13198199.68194 ns;
15951;13283648.52816 ns;
15952;13321001.08266 ns;
15953;13304909.69121 ns;
15954;13575976.71449 ns;
15955;13225382.19392 ns;
15956;13199805.28206 ns;
15957;13509286.56757 ns;
15958;13175957.83621 ns;
15959;13148657.97758 ns;
15960;13190802.18673 ns;
15961;13189388.43906 ns;
15962;13131842.94850 ns;
15963;13180334.12099 ns;
15964;13188133.94755 ns;
15965;13127327.89665 ns;
15966;13159169.81548 ns;
15967;13485356.23401 ns;
15968;13523470.61038 ns;
15969;13335250.31805 ns;
15970;13462545.35019 ns;
15971;13249170.03512 ns;
15972;13363624.92293 ns;
15973;13219532.55683 ns;
15974;13148977.42122 ns;
15975;13182715.51281 ns;
15976;13385942.20579 ns;
15977;13480721.97288 ns;
15978;13203129.17233 ns;
15979;13159290.88742 ns;
15980;13157793.32072 ns;
15981;13201546.85527 ns;
15982;13280929.06624 ns;
15983;13257361.94849 ns;
15984;13201678.17175 ns;
15985;13220291.58473 ns;
15986;13208516.87342 ns;
15987;13219310.90206 ns;
15988;13194018.04358 ns;
15989;13385371.30505 ns;
15990;13266071.67721 ns;
15991;13261792.24998 ns;
15992;13269820.25057 ns;
15993;13377924.44974 ns;
15994;13164869.50964 ns;
15995;13234392.73983 ns;
15996;13312172.14465 ns;
15997;13149126.43284 ns;
15998;13201177.12021 ns;
15999;13440049.25340 ns;
16000;13238513.84223 ns;
16001;13523842.20809 ns;
16002;13628436.25247 ns;
16003;13324740.34280 ns;
16004;13295854.44182 ns;
16005;13379268.34822 ns;
16006;13601778.07510 ns;
16007;13382892.12435 ns;
16008;13395566.49327 ns;
16009;13204491.69725 ns;
16010;13165204.78576 ns;
16011;13184892.01367 ns;
16012;13167038.55991 ns;
16013;13257902.11558 ns;
16014;13147077.52317 ns;
16015;13209528.28974 ns;
16016;13219822.19815 ns;
16017;13509565.96434 ns;
16018;13212341.81523 ns;
16019;13211022.13115 ns;
16020;13263975.27009 ns;
16021;13157661.07291 ns;
16022;13161112.55437 ns;
16023;13147572.05546 ns;
16024;13311924.41285 ns;
16025;13184823.09580 ns;
16026;13248378.41094 ns;
16027;13276101.09001 ns;
16028;13176540.84414 ns;
16029;13182998.63487 ns;
16030;13357695.19210 ns;
16031;13244583.27144 ns;
16032;13159235.00806 ns;
16033;13725954.10794 ns;
16034;13265444.89712 ns;
16035;13438935.39160 ns;
16036;13494887.38924 ns;
16037;13220275.75225 ns;
16038;13434568.42005 ns;
16039;13242382.55620 ns;
16040;13523284.34587 ns;
16041;13178558.08884 ns;
16042;13179033.06335 ns;
16043;13198825.53071 ns;
16044;13442731.46242 ns;
16045;13304946.01279 ns;
16046;13262182.47414 ns;
16047;13271902.68785 ns;
16048;13256979.17491 ns;
16049;13237752.02036 ns;
16050;13201560.82511 ns;
16051;13307102.95588 ns;
16052;13203789.48003 ns;
16053;13197389.43130 ns;
16054;13576330.61707 ns;
16055;13167253.69543 ns;
16056;13170861.63908 ns;
16057;13172904.96081 ns;
16058;13239894.99360 ns;
16059;13260849.75153 ns;
16060;13204948.97664 ns;
16061;13469954.95260 ns;
16062;13372674.58439 ns;
16063;13226111.41950 ns;
16064;13805995.69529 ns;
16065;13363466.59809 ns;
16066;13257971.96478 ns;
16067;13237928.04033 ns;
16068;13233383.18616 ns;
16069;13234935.70089 ns;
16070;13268297.53816 ns;
16071;13195543.54995 ns;
16072;13286783.35994 ns;
16073;13163123.27981 ns;
16074;13166737.74272 ns;
16075;13421532.69798 ns;
16076;13294647.44776 ns;
16077;13272479.17652 ns;
16078;13235869.81744 ns;
16079;13308799.82561 ns;
16080;13204347.34225 ns;
16081;13183011.67339 ns;
16082;13205182.73860 ns;
16083;13161533.51218 ns;
16084;13159518.13012 ns;
16085;13345011.50995 ns;
16086;13334891.75886 ns;
16087;13218620.79203 ns;
16088;13204136.86335 ns;
16089;13200296.08905 ns;
16090;13264278.88125 ns;
16091;13158670.62658 ns;
16092;13222073.20482 ns;
16093;13241547.15985 ns;
16094;13158208.69058 ns;
16095;13377601.28081 ns;
16096;13185583.05502 ns;
16097;13165686.27954 ns;
16098;13165481.38857 ns;
16099;13247737.66100 ns;
16100;13299889.86254 ns;
16101;13298908.24854 ns;
16102;13470124.45331 ns;
16103;13331254.01288 ns;
16104;13249446.63793 ns;
16105;13184188.86513 ns;
16106;13420332.22318 ns;
16107;13602073.30436 ns;
16108;13597251.84739 ns;
16109;13191029.42944 ns;
16110;13231543.82408 ns;
16111;13245901.09289 ns;
16112;13168826.69926 ns;
16113;13223247.60258 ns;
16114;13224609.19619 ns;
16115;13197015.03962 ns;
16116;13545697.55495 ns;
16117;13348722.83041 ns;
16118;13273667.54413 ns;
16119;13210222.12505 ns;
16120;13617136.51568 ns;
16121;13207891.95597 ns;
16122;13208270.07294 ns;
16123;13345145.62041 ns;
16124;13254752.38264 ns;
16125;13498838.99093 ns;
16126;13710401.95227 ns;
16127;13269377.87235 ns;
16128;13185151.85267 ns;
16129;14364823.69900 ns;
16130;13181036.33821 ns;
16131;13221982.86653 ns;
16132;13186980.97020 ns;
16133;13362722.47136 ns;
16134;13149130.15813 ns;
16135;13148995.11635 ns;
16136;13124617.74796 ns;
16137;13309108.09338 ns;
16138;13125287.36889 ns;
16139;13214650.56390 ns;
16140;13191153.29534 ns;
16141;13261217.62395 ns;
16142;13247972.35429 ns;
16143;13245916.92537 ns;
16144;13352204.11420 ns;
16145;13518907.12976 ns;
16146;13219395.65241 ns;
16147;13160464.35386 ns;
16148;13217620.55159 ns;
16149;13278760.94729 ns;
16150;13250517.65889 ns;
16151;13265293.09154 ns;
16152;13325406.23844 ns;
16153;13323793.18774 ns;
16154;13378674.16441 ns;
16155;13253075.07068 ns;
16156;13269627.46680 ns;
16157;13298678.21187 ns;
16158;13216746.03969 ns;
16159;13212887.57026 ns;
16160;14933291.82267 ns;
16161;13411664.40398 ns;
16162;13283462.26364 ns;
16163;13358377.85155 ns;
16164;13437216.17013 ns;
16165;13267372.73484 ns;
16166;13245479.20376 ns;
16167;13299115.93348 ns;
16168;13271972.53704 ns;
16169;13220956.54905 ns;
16170;13158047.57178 ns;
16171;13206323.60876 ns;
16172;13244627.04360 ns;
16173;13161842.71127 ns;
16174;13269784.86031 ns;
16175;13257878.83252 ns;
16176;17284580.50638 ns;
16177;13187020.08575 ns;
16178;13525055.72140 ns;
16179;13256479.98601 ns;
16180;13162198.47649 ns;
16181;13200830.66821 ns;
16182;13192589.39475 ns;
16183;13278112.74678 ns;
16184;13178345.74729 ns;
16185;13178071.93846 ns;
16186;13180069.62538 ns;
16187;13239555.99219 ns;
16188;13309271.07483 ns;
16189;13243601.65745 ns;
16190;13402289.71094 ns;
16191;13464483.43247 ns;
16192;13414942.65944 ns;
16193;13376709.07378 ns;
16194;13404375.87351 ns;
16195;13514567.16657 ns;
16196;13208170.42142 ns;
16197;13250981.45753 ns;
16198;13462225.90655 ns;
16199;13374473.89960 ns;
16200;13256894.42456 ns;
16201;13453126.88500 ns;
16202;13338630.08767 ns;
16203;13371774.92678 ns;
16204;13319905.84731 ns;
16205;13332147.15123 ns;
16206;13183779.08319 ns;
16207;13581973.50055 ns;
16208;13548951.59602 ns;
16209;13255685.56786 ns;
16210;13207118.02691 ns;
16211;13178266.58487 ns;
16212;13230383.39615 ns;
16213;13180095.70241 ns;
16214;13244914.82228 ns;
16215;13220380.99170 ns;
16216;13202226.72075 ns;
16217;13182185.59027 ns;
16218;13224855.06535 ns;
16219;13269416.05657 ns;
16220;13164176.60564 ns;
16221;13160134.66567 ns;
16222;13286875.56088 ns;
16223;13448984.36219 ns;
16224;13220743.27618 ns;
16225;13289501.89054 ns;
16226;13390895.91056 ns;
16227;13181461.95263 ns;
16228;13181861.49001 ns;
16229;13179118.74503 ns;
16230;13204962.94647 ns;
16231;13167357.07223 ns;
16232;13183909.46835 ns;
16233;13228950.09071 ns;
16234;13595141.47043 ns;
16235;13300788.58882 ns;
16236;13340338.13328 ns;
16237;13337172.56784 ns;
16238;13421808.36946 ns;
16239;13348799.19887 ns;
16240;13263872.82461 ns;
16241;13348910.95757 ns;
16242;13180121.77944 ns;
16243;13281135.81985 ns;
16244;13219119.04961 ns;
16245;13501417.82314 ns;
16246;13257532.38052 ns;
16247;13489137.40367 ns;
16248;13352946.37829 ns;
16249;13485334.81359 ns;
16250;13354470.95335 ns;
16251;13296354.56204 ns;
16252;13292619.95852 ns;
16253;13179490.34274 ns;
16254;13259652.07070 ns;
16255;13185366.05686 ns;
16256;13654666.02147 ns;
16257;13270657.50957 ns;
16258;13200222.51457 ns;
16259;13179793.95390 ns;
16260;13160469.01047 ns;
16261;13262890.27929 ns;
16262;13197285.12317 ns;
16263;13158673.42055 ns;
16264;13201273.04643 ns;
16265;13294168.74796 ns;
16266;13159433.37977 ns;
16267;13217905.53629 ns;
16268;13213160.44778 ns;
16269;13163185.67842 ns;
16270;13264530.33835 ns;
16271;13156791.21763 ns;
16272;13334920.62986 ns;
16273;13240158.55789 ns;
16274;13181605.37630 ns;
16275;13257050.88675 ns;
16276;13180746.69689 ns;
16277;13183603.06323 ns;
16278;13466889.97000 ns;
16279;13280549.08663 ns;
16280;13206837.69882 ns;
16281;13347053.90036 ns;
16282;13335916.21369 ns;
16283;13260808.77334 ns;
16284;13231844.64127 ns;
16285;13299668.20776 ns;
16286;13297168.53797 ns;
16287;13243502.00593 ns;
16288;13171641.15608 ns;
16289;13241487.55521 ns;
16290;13158340.00707 ns;
16291;13158294.37226 ns;
16292;13289154.50722 ns;
16293;13284692.54076 ns;
16294;13330460.52605 ns;
16295;13338166.28903 ns;
16296;13510255.14305 ns;
16297;13222563.08049 ns;
16298;13262428.34330 ns;
16299;13163062.74384 ns;
16300;13204794.37709 ns;
16301;13208900.57832 ns;
16302;13167222.96178 ns;
16303;13281552.12104 ns;
16304;13601591.81058 ns;
16305;13223438.52371 ns;
16306;13278258.03310 ns;
16307;13277721.59129 ns;
16308;13268749.22961 ns;
16309;13592351.22800 ns;
