ID;HW;LENGTH;TIME
6053;627;156;13131885.32367 ns;
6054;307;78;13143380.17255 ns;
6055;461;126;13182783.03370 ns;
6056;616;151;13416958.04149 ns;
6057;71;18;13171269.09271 ns;
6058;535;134;13187349.30828 ns;
6059;311;82;13128361.66471 ns;
6060;292;72;13176854.69985 ns;
6061;695;172;13175087.04960 ns;
6062;483;113;13135182.67125 ns;
6063;375;94;13133869.04076 ns;
6064;10;3;13147170.18977 ns;
6065;351;91;13217214.02928 ns;
6066;145;40;13146457.26234 ns;
6067;210;50;13131360.98906 ns;
6068;572;142;13151529.24508 ns;
6069;657;166;13303858.22803 ns;
6070;414;106;13168764.30064 ns;
6071;397;93;13179190.92253 ns;
6072;323;79;13333682.90216 ns;
6073;35;9;13251186.81416 ns;
6074;184;46;13206145.72614 ns;
6075;628;154;13172693.08493 ns;
6076;328;83;13195666.01887 ns;
6077;445;107;13185427.98981 ns;
6078;9;4;13147744.81580 ns;
6079;271;71;13187021.94840 ns;
6080;534;138;13232861.17986 ns;
6081;12;4;13194319.79209 ns;
6082;641;156;13228967.78584 ns;
6083;370;86;13177346.90383 ns;
6084;655;167;13184481.76607 ns;
6085;175;44;13263162.22548 ns;
6086;202;51;13381524.01149 ns;
6087;39;8;13288627.37864 ns;
6088;220;55;13220640.83070 ns;
6089;591;153;13174425.81058 ns;
6090;251;62;13390521.05322 ns;
6091;250;64;13171087.95047 ns;
6092;163;39;13244885.95128 ns;
6093;290;74;13233123.34716 ns;
6094;226;57;13317685.10863 ns;
6095;533;134;13215821.70203 ns;
6096;225;53;13198278.84436 ns;
6097;779;189;13225363.10181 ns;
6098;155;40;13188768.17822 ns;
6099;383;90;13296170.16017 ns;
6100;71;19;13235263.99210 ns;
6101;143;37;13248968.86945 ns;
6102;305;80;13204349.67056 ns;
6103;40;10;13208459.13142 ns;
6104;604;142;13236665.16691 ns;
6105;588;152;13217767.70055 ns;
6106;166;41;13271890.11499 ns;
6107;600;157;13244502.24638 ns;
6108;451;113;13170794.11820 ns;
6109;532;124;13247987.25545 ns;
6110;376;93;13175317.08628 ns;
6111;538;135;13226001.98910 ns;
6112;247;69;13187527.19089 ns;
6113;177;44;13239639.81122 ns;
6114;705;173;13186458.03258 ns;
6115;131;34;13320663.01256 ns;
6116;439;111;13206080.99923 ns;
6117;695;167;13186520.89685 ns;
6118;9;2;13185598.88750 ns;
6119;519;132;13186644.29709 ns;
6120;364;85;13178694.06193 ns;
6121;485;118;13174669.81709 ns;
6122;567;143;13233189.93673 ns;
6123;74;18;13213364.87308 ns;
6124;528;133;13246554.88133 ns;
6125;427;108;13205043.97154 ns;
6126;755;187;13134616.89278 ns;
6127;594;154;13133388.01265 ns;
6128;133;36;13166252.98932 ns;
6129;175;43;13157372.36291 ns;
6130;284;74;13287692.79644 ns;
6131;47;10;13324194.12211 ns;
6132;230;53;13193255.75605 ns;
6133;421;98;13190380.76326 ns;
6134;673;177;13247975.61392 ns;
6135;22;5;13225339.81875 ns;
6136;61;17;13183168.13558 ns;
6137;158;38;13228801.07909 ns;
6138;216;52;13294334.98904 ns;
6139;228;54;13215688.98857 ns;
6140;96;26;13216379.09859 ns;
6141;242;60;13171054.88852 ns;
6142;746;181;13231090.26998 ns;
6143;568;137;13189351.18616 ns;
6144;618;161;13350119.34862 ns;
6145;64;16;13314454.81628 ns;
6146;247;61;13417653.73945 ns;
6147;426;111;13226990.58801 ns;
6148;126;32;13214488.97943 ns;
6149;195;56;13216420.07679 ns;
6150;340;84;13217380.27036 ns;
6151;529;130;13327134.30747 ns;
6152;443;107;13227438.55417 ns;
6153;633;158;13340224.04626 ns;
6154;465;118;13173841.87132 ns;
6155;430;111;13264947.10520 ns;
6156;341;88;13343560.04372 ns;
6157;219;53;13152566.27277 ns;
6158;568;141;13319701.88767 ns;
6159;194;48;13243031.22237 ns;
6160;333;78;13356372.24838 ns;
6161;603;154;13222828.04176 ns;
6162;35;10;13250349.08950 ns;
6163;740;183;13688473.96225 ns;
6164;629;151;13205903.11661 ns;
6165;512;124;13275846.83895 ns;
6166;256;66;13211073.81955 ns;
6167;349;92;13339795.17221 ns;
6168;98;22;13273427.26290 ns;
6169;287;70;13204100.07611 ns;
6170;273;69;13234572.95075 ns;
6171;516;128;13147586.02530 ns;
6172;475;112;13177435.37948 ns;
6173;407;101;13144257.94408 ns;
6174;256;68;13291257.89925 ns;
6175;471;122;13149381.14956 ns;
6176;517;126;13214711.09986 ns;
6177;107;27;13127627.78252 ns;
6178;482;119;13132846.91423 ns;
6179;575;141;13144209.98096 ns;
6180;360;97;13145697.30312 ns;
6181;618;155;13168245.08831 ns;
6182;5;1;13223601.97082 ns;
6183;235;59;13153572.10115 ns;
6184;474;125;13226064.85337 ns;
6185;574;152;13131118.84519 ns;
6186;708;172;13148213.73671 ns;
6187;464;112;13141183.18260 ns;
6188;690;170;13163497.67148 ns;
6189;122;31;13176818.84393 ns;
6190;295;75;13187339.06373 ns;
6191;676;174;13142324.98407 ns;
6192;204;55;13131275.77305 ns;
6193;116;27;13133316.30081 ns;
6194;325;82;13135063.92762 ns;
6195;237;58;13156886.21253 ns;
6196;703;174;13144275.17354 ns;
6197;247;60;13318939.13448 ns;
6198;137;39;13143634.88927 ns;
6199;383;91;13231791.09022 ns;
6200;652;157;13130276.92959 ns;
6201;330;83;13130353.29804 ns;
6202;627;163;13145430.94486 ns;
6203;596;147;13317445.29307 ns;
6204;477;119;13208970.89317 ns;
6205;255;60;13128860.85361 ns;
6206;55;13;13145008.12441 ns;
6207;589;141;13164534.69917 ns;
6208;106;26;13176302.89122 ns;
6209;91;24;13126185.16386 ns;
6210;744;186;13134346.34358 ns;
6211;384;93;13174402.06185 ns;
6212;350;81;13173509.85482 ns;
6213;206;57;13130949.81015 ns;
6214;125;30;13131606.85822 ns;
6215;19;4;13140870.25821 ns;
6216;676;169;13166642.74782 ns;
6217;614;153;13190445.95584 ns;
6218;578;146;13216639.86892 ns;
6219;398;88;13309588.19017 ns;
6220;332;84;13172795.99607 ns;
6221;376;96;13137413.65448 ns;
6222;389;99;13141987.84530 ns;
6223;649;170;13145158.99867 ns;
6224;555;141;13145497.06876 ns;
6225;521;127;13132642.02327 ns;
6226;65;16;13222317.21133 ns;
6227;492;128;13201456.05132 ns;
6228;430;109;13143728.95285 ns;
6229;159;40;13231231.36535 ns;
6230;345;87;13128977.26893 ns;
6231;498;122;13132060.87798 ns;
6232;215;56;13171006.92540 ns;
6233;650;168;13308120.89145 ns;
6234;415;105;13186214.02606 ns;
6235;164;40;13145610.69012 ns;
6236;59;14;13281313.23680 ns;
6237;258;64;13131823.85638 ns;
6238;576;152;13208153.19195 ns;
6239;80;22;13129973.78409 ns;
6240;784;187;13215630.31524 ns;
6241;733;184;13206764.59000 ns;
6242;219;56;13154852.66969 ns;
6243;230;58;13138041.83155 ns;
6244;18;5;13145087.28683 ns;
6245;433;108;13185314.83412 ns;
6246;112;28;13133286.03283 ns;
6247;433;105;13200533.11065 ns;
6248;418;104;13206460.04751 ns;
6249;645;158;13132859.95275 ns;
6250;97;21;13209649.82733 ns;
6251;445;111;13182001.18840 ns;
6252;194;49;13171050.69757 ns;
6253;432;109;13147851.91789 ns;
6254;432;102;13196836.22569 ns;
6255;513;126;13205072.84254 ns;
6256;546;134;13203786.68606 ns;
6257;686;177;13186734.16972 ns;
6258;441;107;13187373.98833 ns;
6259;656;164;13148741.79661 ns;
6260;155;42;13145520.35183 ns;
6261;287;74;13246142.77110 ns;
6262;252;58;13228525.87327 ns;
6263;519;122;13208756.68898 ns;
6264;618;158;13169173.15125 ns;
6265;191;49;13173279.81815 ns;
6266;256;62;13132505.11885 ns;
6267;631;153;13167996.89084 ns;
6268;65;17;13171400.87485 ns;
6269;251;62;13177230.02285 ns;
6270;574;156;13270661.70052 ns;
6271;593;148;13174803.92754 ns;
6272;333;82;13130850.62429 ns;
6273;553;138;13184793.29348 ns;
6274;91;25;13168774.07953 ns;
6275;587;152;13169398.06566 ns;
6276;96;20;13169836.71859 ns;
6277;187;48;13226449.02393 ns;
6278;656;166;13182081.28214 ns;
6279;593;157;13129845.26157 ns;
6280;420;110;13187161.18112 ns;
6281;150;39;13270899.18777 ns;
6282;394;97;13146612.79321 ns;
6283;371;91;13134209.90482 ns;
6284;557;135;13165561.94797 ns;
6285;641;160;13208609.07435 ns;
6286;554;133;13148759.02608 ns;
6287;113;28;13130781.24076 ns;
6288;92;26;13128111.13894 ns;
6289;285;68;13145531.99336 ns;
6290;95;24;13189876.91775 ns;
6291;623;160;13189958.87414 ns;
6292;278;67;13304514.34478 ns;
6293;472;117;13249020.09219 ns;
6294;540;139;13203054.20086 ns;
6295;671;154;13174351.77043 ns;
6296;557;142;13184473.38417 ns;
6297;390;101;13185133.22622 ns;
6298;326;78;13181838.20695 ns;
6299;298;78;13190600.08973 ns;
6300;99;24;13249339.07017 ns;
6301;427;114;13175358.99580 ns;
6302;679;162;13212460.09320 ns;
6303;348;88;13174346.18250 ns;
6304;319;77;13187639.88093 ns;
6305;98;24;13246875.25630 ns;
6306;541;132;13267823.96063 ns;
6307;609;156;13327063.99262 ns;
6308;328;80;13228200.84170 ns;
6309;696;176;13228341.00574 ns;
6310;258;61;13382379.89694 ns;
6311;282;73;13224307.91333 ns;
6312;526;124;13300252.14702 ns;
6313;458;117;13310610.31669 ns;
6314;182;45;13353178.27761 ns;
6315;747;182;13172639.06822 ns;
6316;612;157;13291568.02967 ns;
6317;529;132;13265144.07992 ns;
6318;18;4;13247373.97954 ns;
6319;285;71;13346271.12374 ns;
6320;169;44;13227261.13722 ns;
6321;726;185;13280561.19382 ns;
6322;431;111;13163861.81861 ns;
6323;182;43;13255029.91676 ns;
6324;501;131;13225430.15704 ns;
6325;21;5;13227963.35444 ns;
6326;739;180;13214002.82905 ns;
6327;548;141;13242595.82907 ns;
6328;171;43;13144036.75497 ns;
6329;483;128;13328415.80734 ns;
6330;377;94;13216282.24105 ns;
6331;204;56;13211078.01050 ns;
6332;647;159;13174558.05838 ns;
6333;493;119;13130291.83075 ns;
6334;53;13;13148265.89078 ns;
6335;124;29;13129976.57806 ns;
6336;404;100;13280160.25946 ns;
6337;718;181;13129699.97525 ns;
6338;248;62;13134524.69185 ns;
6339;693;181;13127866.66676 ns;
6340;73;18;13130450.62125 ns;
6341;176;44;13185195.15917 ns;
6342;77;20;13134712.81901 ns;
6343;449;116;13132476.24785 ns;
6344;523;129;13224160.76437 ns;
6345;676;164;13141701.92927 ns;
6346;351;86;13171065.13306 ns;
6347;56;12;13144768.77451 ns;
6348;300;77;13148930.85510 ns;
6349;240;63;13129573.31538 ns;
6350;662;164;13319777.79046 ns;
6351;693;175;13286133.76245 ns;
6352;293;76;13186507.85834 ns;
6353;140;32;13174503.11035 ns;
6354;514;128;13129620.34717 ns;
6355;278;71;13266340.82943 ns;
6356;739;189;13167839.96299 ns;
6357;288;69;13187296.68856 ns;
6358;692;172;13230206.91052 ns;
6359;711;169;13185929.04136 ns;
6360;695;174;13145488.22120 ns;
6361;120;27;13173538.26016 ns;
6362;26;7;13188470.15500 ns;
6363;504;126;13499794.99355 ns;
6364;27;7;13303611.89321 ns;
6365;329;80;13287163.80522 ns;
6366;424;106;13287174.04976 ns;
6367;448;116;13188781.21674 ns;
6368;704;168;13187351.63659 ns;
6369;598;151;13183685.95093 ns;
6370;61;18;13173496.35065 ns;
6371;769;180;13233440.92816 ns;
6372;595;145;13173507.99218 ns;
6373;114;27;13210867.06594 ns;
6374;405;102;13190831.05773 ns;
6375;281;63;13254304.88214 ns;
6376;198;52;13210086.15196 ns;
6377;684;174;13144893.10607 ns;
6378;241;62;13168478.85028 ns;
6379;479;120;13189536.98501 ns;
6380;504;121;13169814.83251 ns;
6381;735;189;13130729.08670 ns;
6382;578;139;13142905.66370 ns;
6383;406;102;13204201.12461 ns;
6384;239;60;13129768.89312 ns;
6385;569;142;13145281.00193 ns;
6386;235;60;13150758.10999 ns;
6387;740;185;13160814.99681 ns;
6388;144;40;13222320.00530 ns;
6389;358;94;13129723.72398 ns;
6390;305;81;13168280.94423 ns;
6391;36;10;13145636.76715 ns;
6392;236;59;13170835.09639 ns;
6393;698;174;13138328.21324 ns;
6394;359;86;13131505.34406 ns;
6395;241;63;13190415.22220 ns;
6396;377;94;13128383.08513 ns;
6397;7;2;13202102.85485 ns;
6398;161;40;13144819.06593 ns;
6399;552;140;13143422.08207 ns;
6400;22;5;13146488.92730 ns;
6401;282;74;13142445.12469 ns;
6402;25;7;13216663.15198 ns;
6403;10;2;13204413.93182 ns;
6404;182;39;13142396.23025 ns;
6405;268;67;13147465.88469 ns;
6406;236;59;13149195.81637 ns;
6407;278;70;13165617.82733 ns;
6408;210;53;13132483.69843 ns;
6409;558;146;13173816.72561 ns;
6410;714;183;13216286.89766 ns;
6411;650;159;13149715.02870 ns;
6412;61;13;13142844.66207 ns;
6413;493;129;13145370.87455 ns;
6414;724;179;13129716.27340 ns;
6415;7;2;13153181.87699 ns;
6416;194;50;13130019.88456 ns;
6417;148;35;13223390.09494 ns;
6418;657;153;13131739.10603 ns;
6419;91;23;13129557.94856 ns;
6420;648;157;13214000.03508 ns;
6421;747;189;13150344.13710 ns;
6422;584;139;13147168.32712 ns;
6423;399;92;13196508.86580 ns;
6424;251;65;13225990.81323 ns;
6425;650;160;13150588.14362 ns;
6426;85;21;13132656.92443 ns;
6427;350;87;13132554.01328 ns;
6428;621;145;13131121.17350 ns;
6429;640;161;13360982.29513 ns;
6430;69;16;13166128.19210 ns;
6431;380;91;13172837.90559 ns;
6432;373;86;13236756.90219 ns;
6433;232;55;13130743.05654 ns;
6434;285;74;13144517.78308 ns;
6435;702;177;13130336.06857 ns;
6436;365;89;13149426.78437 ns;
6437;39;10;13144273.77656 ns;
6438;688;176;13303164.39271 ns;
6439;672;164;13264687.26620 ns;
6440;46;12;13148230.96618 ns;
6441;136;35;13189527.20612 ns;
6442;19;5;13145606.03350 ns;
6443;724;177;13128674.12344 ns;
6444;135;31;13131706.97540 ns;
6445;403;98;13297681.23105 ns;
6446;501;125;13130442.23934 ns;
6447;12;3;13188696.93205 ns;
6448;626;154;13129932.34023 ns;
6449;88;22;13201337.77335 ns;
6450;112;29;13132584.74693 ns;
6451;45;11;13145569.24626 ns;
6452;354;92;13291992.71277 ns;
6453;248;63;13133510.01590 ns;
6454;762;186;13208576.01240 ns;
6455;199;48;13143449.09042 ns;
6456;330;84;13129569.12443 ns;
6457;719;172;13204968.06875 ns;
6458;502;129;13148648.66436 ns;
6459;696;173;13141818.81025 ns;
6460;702;177;13130581.93773 ns;
6461;449;111;13225380.79694 ns;
6462;610;150;13128933.96243 ns;
6463;291;68;13210013.04314 ns;
6464;687;172;13142768.75928 ns;
6465;39;10;13162957.03873 ns;
6466;124;33;13184011.91384 ns;
6467;644;165;13442250.89997 ns;
6468;183;46;13266164.80947 ns;
6469;510;134;13223117.21742 ns;
6470;701;178;13153941.83621 ns;
6471;57;15;13142572.25022 ns;
6472;528;135;13145097.99704 ns;
6473;135;34;13141668.86732 ns;
6474;396;104;13145034.20144 ns;
6475;304;74;13146633.28230 ns;
6476;86;23;13209597.67327 ns;
6477;430;106;13143507.76374 ns;
6478;488;119;13131685.08932 ns;
6479;174;42;13144938.27522 ns;
6480;148;39;13165215.03031 ns;
6481;206;55;13194681.14525 ns;
6482;107;24;13132086.95501 ns;
6483;34;10;13236947.82332 ns;
6484;311;74;13165353.79738 ns;
6485;199;56;13129126.74621 ns;
6486;194;47;13141348.02669 ns;
6487;145;33;13143425.34170 ns;
6488;390;95;13176128.26824 ns;
6489;204;52;13136719.81916 ns;
6490;73;19;13132380.32162 ns;
6491;528;131;13221940.02569 ns;
6492;749;181;13132019.89979 ns;
6493;675;164;13144863.76941 ns;
6494;149;38;13144004.15868 ns;
6495;133;35;13143460.73195 ns;
6496;82;20;13130892.99947 ns;
6497;494;123;13254025.01971 ns;
6498;689;173;13220391.23625 ns;
6499;551;136;13144650.03088 ns;
6500;399;102;13142840.93678 ns;
6501;41;12;13143902.17885 ns;
6502;299;72;13170216.69820 ns;
6503;650;164;13192834.33259 ns;
6504;692;174;13143909.62943 ns;
6505;180;44;13184106.90874 ns;
6506;405;99;13183407.95115 ns;
6507;708;184;13209660.07188 ns;
6508;560;147;13130328.15233 ns;
6509;670;168;13144860.97544 ns;
6510;426;99;13184674.08419 ns;
6511;697;172;13181109.91269 ns;
6512;441;113;13211843.09199 ns;
6513;87;21;13287217.35626 ns;
6514;135;30;13216054.99834 ns;
6515;522;132;13220831.75182 ns;
6516;156;35;13141861.18543 ns;
6517;461;115;13129554.22327 ns;
6518;144;35;13186282.94393 ns;
6519;704;181;13170305.17384 ns;
6520;762;183;13253889.97793 ns;
6521;430;114;13175624.42273 ns;
6522;468;109;13261720.07248 ns;
6523;299;75;13187949.08002 ns;
6524;576;144;13185983.98939 ns;
6525;443;111;13266752.00835 ns;
6526;18;5;13244353.70043 ns;
6527;610;146;13276883.86664 ns;
6528;705;181;13294176.19854 ns;
6529;746;185;13241782.78446 ns;
6530;587;147;13343440.83443 ns;
6531;142;35;13233150.82118 ns;
6532;146;35;13229298.87101 ns;
6533;154;35;13188131.15358 ns;
6534;270;71;13229687.23252 ns;
6535;170;41;13310729.06032 ns;
6536;715;183;13173297.97894 ns;
6537;203;50;13254123.27424 ns;
6538;497;124;13213648.92647 ns;
6539;395;97;13402989.59985 ns;
6540;134;32;13130800.79854 ns;
6541;25;5;13208049.81515 ns;
6542;82;22;13233483.30334 ns;
6543;8;2;13185509.01487 ns;
6544;191;48;13207231.64827 ns;
6545;712;178;13170870.95231 ns;
6546;641;156;13664511.03240 ns;
6547;427;105;13239030.72625 ns;
6548;421;106;15356594.23098 ns;
6549;590;145;15236186.79494 ns;
6550;193;49;14214981.34732 ns;
6551;710;173;13235996.01164 ns;
6552;363;91;13176782.98801 ns;
6553;7;2;13189781.92285 ns;
6554;354;88;13154595.15899 ns;
6555;119;30;13129620.81283 ns;
6556;65;16;13246627.05883 ns;
6557;310;77;13148911.29732 ns;
6558;667;165;13144474.94224 ns;
6559;733;184;13131380.08118 ns;
6560;42;11;13144182.04129 ns;
6561;122;28;13130204.28643 ns;
6562;290;73;13153025.88046 ns;
6563;34;8;13142433.94881 ns;
6564;398;99;13183353.00311 ns;
6565;261;65;13144667.72601 ns;
6566;470;120;13131671.11948 ns;
6567;196;50;13131732.12111 ns;
6568;209;51;13131232.00089 ns;
6569;24;6;13170825.78316 ns;
6570;706;177;13364586.04783 ns;
6571;216;51;13234295.88228 ns;
6572;733;181;13230375.01425 ns;
6573;619;149;13176986.94766 ns;
6574;218;58;13132483.69843 ns;
6575;347;87;13173623.01052 ns;
6576;549;135;13285817.11277 ns;
6577;255;59;13175228.61063 ns;
6578;705;175;13231794.81551 ns;
6579;687;177;13177944.81292 ns;
6580;361;86;13130500.91267 ns;
6581;473;122;13170944.99245 ns;
6582;505;128;15005639.75424 ns;
6583;761;188;13527521.86358 ns;
6584;378;95;13298838.86501 ns;
6585;663;164;13398712.96659 ns;
6586;322;81;13387731.27645 ns;
6587;311;71;13330428.86108 ns;
6588;688;168;13303223.06603 ns;
6589;382;89;13298396.95245 ns;
6590;131;34;13384685.85163 ns;
6591;271;69;13314815.70378 ns;
6592;725;183;13299271.93001 ns;
6593;407;102;13342744.67081 ns;
6594;444;114;13289893.97734 ns;
6595;771;188;13296614.86670 ns;
6596;53;12;13224381.02216 ns;
6597;124;28;13135532.84854 ns;
6598;731;187;13189333.02537 ns;
6599;121;35;13141144.06705 ns;
6600;544;133;13176938.98454 ns;
6601;651;165;13137852.30741 ns;
6602;126;32;13131679.96705 ns;
6603;38;10;13208788.81961 ns;
6604;339;90;13132662.04670 ns;
6605;272;68;13140985.74221 ns;
6606;595;157;13130951.20713 ns;
6607;212;51;13149915.72872 ns;
6608;704;167;13140509.83638 ns;
6609;516;127;13128926.97752 ns;
6610;98;24;13168229.25583 ns;
6611;699;176;13188187.03294 ns;
6612;20;4;13237467.03565 ns;
6613;701;173;13236206.95621 ns;
6614;730;182;13323959.89448 ns;
6615;398;104;13314974.95994 ns;
6616;636;167;13273025.86287 ns;
6617;106;26;13270081.02089 ns;
6618;411;105;13286510.94809 ns;
6619;33;8;13296779.24514 ns;
6620;751;188;13281663.41409 ns;
6621;690;171;13283496.72258 ns;
6622;299;75;13262783.17720 ns;
6623;110;29;13130457.60617 ns;
6624;201;47;13153535.77957 ns;
6625;700;173;13247414.02641 ns;
6626;382;91;13267109.17056 ns;
6627;618;155;13269533.86888 ns;
6628;440;109;13283072.97081 ns;
6629;456;118;13306913.89740 ns;
6630;230;55;13304967.89888 ns;
6631;29;8;13285791.96706 ns;
6632;294;71;13187749.31133 ns;
6633;444;111;13153420.29557 ns;
6634;41;8;13249077.83419 ns;
6635;238;57;13198487.92627 ns;
6636;7;2;13136603.86950 ns;
6637;361;93;13187014.03216 ns;
6638;54;15;13255183.11933 ns;
6639;397;91;13342889.02581 ns;
6640;595;147;13254366.81509 ns;
6641;459;113;13206481.00227 ns;
6642;71;16;13136790.13401 ns;
6643;470;113;13229895.84878 ns;
6644;552;138;13179779.98406 ns;
6645;534;138;13140630.90831 ns;
6646;105;25;13134696.05520 ns;
6647;445;111;13136846.94469 ns;
6648;427;109;13140771.07236 ns;
6649;664;169;13236938.04443 ns;
6650;699;176;13216641.26590 ns;
6651;685;176;13136929.83240 ns;
6652;676;175;13180286.15788 ns;
6653;736;182;13174683.78693 ns;
6654;60;16;13176885.89916 ns;
6655;725;176;13179104.30953 ns;
6656;565;135;13196785.93427 ns;
6657;643;161;13177053.07156 ns;
6658;484;127;13209026.77253 ns;
6659;278;73;13288789.89443 ns;
6660;364;91;13167175.92999 ns;
6661;400;89;13262756.63450 ns;
6662;573;143;13179406.05804 ns;
6663;637;158;13133868.10943 ns;
6664;410;102;13177707.79133 ns;
6665;748;188;13168211.09504 ns;
6666;665;163;13245517.85365 ns;
6667;371;97;13195881.62005 ns;
6668;242;62;13167466.96830 ns;
6669;267;65;13219876.21486 ns;
6670;624;158;13132575.89936 ns;
6671;748;186;13295673.76524 ns;
6672;410;105;13174820.69135 ns;
6673;581;142;13236440.71817 ns;
6674;199;50;13262215.07043 ns;
6675;503;122;13218576.08855 ns;
6676;636;160;13247744.18026 ns;
6677;669;169;13179638.42303 ns;
6678;68;17;13190683.90876 ns;
6679;129;31;13220116.03042 ns;
6680;483;119;13217805.41912 ns;
6681;564;138;13258582.91239 ns;
6682;598;159;13267478.90562 ns;
6683;63;16;13344219.88577 ns;
6684;461;108;13168145.90245 ns;
6685;305;78;13230561.27876 ns;
6686;505;128;13188283.89049 ns;
6687;402;98;13138826.93648 ns;
6688;332;83;13193137.94374 ns;
6689;309;79;13176675.88592 ns;
6690;540;131;13184548.82130 ns;
6691;666;176;13174973.89391 ns;
6692;564;142;13176537.11885 ns;
6693;478;124;13126866.89198 ns;
6694;134;29;13128819.87542 ns;
6695;321;81;13182156.25361 ns;
6696;5;1;13201355.00282 ns;
6697;95;22;13195263.22186 ns;
6698;683;172;13189997.98968 ns;
6699;152;39;13178015.12778 ns;
6700;242;63;13192009.18078 ns;
6701;310;81;13170577.12004 ns;
6702;496;121;13231501.91456 ns;
6703;0;0;13190075.28946 ns;
6704;216;53;13171690.05051 ns;
6705;357;84;13170833.23374 ns;
6706;451;114;13132265.76895 ns;
6707;239;62;13173612.30031 ns;
6708;347;83;13178810.94292 ns;
6709;741;188;13166419.23040 ns;
6710;312;78;13194677.88562 ns;
6711;540;136;13175657.01902 ns;
6712;474;122;13131484.85497 ns;
6713;405;96;13128762.13342 ns;
6714;546;137;13157478.99935 ns;
6715;54;12;13138482.34713 ns;
6716;755;186;13234070.03656 ns;
