ID;HW;LENGTH;TIME
14138;1040;13165023.64352 ns;
14139;992;13162010.81499 ns;
14140;989;13120641.93189 ns;
14141;1008;13120739.72076 ns;
14142;1046;13447804.84214 ns;
14143;1024;13124122.28435 ns;
14144;989;13209083.11754 ns;
14145;1028;13137757.31251 ns;
14146;1013;13120272.19683 ns;
14147;1044;13141280.04014 ns;
14148;1040;13119025.15590 ns;
14149;1020;13161344.91935 ns;
14150;1036;13125262.68885 ns;
14151;1019;13152549.97462 ns;
14152;992;13125244.99372 ns;
14153;1041;13342069.92760 ns;
14154;1010;13142857.70059 ns;
14155;1024;13123400.97502 ns;
14156;1020;13123313.89636 ns;
14157;1024;13124391.90224 ns;
14158;1022;13198466.04019 ns;
14159;1012;13123526.70357 ns;
14160;1031;13122376.98585 ns;
14161;1012;13167539.14580 ns;
14162;1018;13121814.93267 ns;
14163;1007;13314506.97035 ns;
14164;1035;13144166.20880 ns;
14165;1028;13165853.91760 ns;
14166;1037;13167481.86946 ns;
14167;1037;13121769.76353 ns;
14168;1024;13179320.84203 ns;
14169;1031;13209493.83080 ns;
14170;1047;13158462.94165 ns;
14171;1007;13159045.01826 ns;
14172;1019;13163974.04298 ns;
14173;1010;13134915.84733 ns;
14174;1034;13149026.78132 ns;
14175;993;13122173.02620 ns;
14176;1016;13133363.79826 ns;
14177;1042;13123061.97360 ns;
14178;1032;13200726.82574 ns;
14179;1007;13167879.07854 ns;
14180;1011;13158258.05068 ns;
14181;1042;13243930.87998 ns;
14182;1043;13121359.98160 ns;
14183;988;13194609.89907 ns;
14184;1039;13122207.01948 ns;
14185;1021;13121063.82102 ns;
14186;1033;13180629.81591 ns;
14187;1040;13122080.35961 ns;
14188;1015;13121123.89132 ns;
14189;1026;13192601.96760 ns;
14190;1024;13118030.03773 ns;
14191;1063;13154023.32693 ns;
14192;1002;13157310.89562 ns;
14193;998;13159361.66793 ns;
14194;1036;13118969.74221 ns;
14195;1017;13185388.87426 ns;
14196;1051;13383151.03203 ns;
14197;1032;13159170.74680 ns;
14198;1066;13257237.15127 ns;
14199;1041;13279774.22625 ns;
14200;1020;13122020.28930 ns;
14201;999;13123915.99640 ns;
14202;980;13124284.80014 ns;
14203;991;13124478.04958 ns;
14204;1018;13138696.08566 ns;
14205;1051;13120549.73096 ns;
14206;1058;13160335.83134 ns;
14207;991;13616098.09101 ns;
14208;1037;13161005.91794 ns;
14209;1036;13242189.77243 ns;
14210;1070;13244832.86589 ns;
14211;1006;13121996.07491 ns;
14212;1020;13160875.06711 ns;
14213;1013;13122283.38793 ns;
14214;1055;13166978.02395 ns;
14215;1066;13156741.85753 ns;
14216;1029;13185568.15386 ns;
14217;1050;13120646.12284 ns;
14218;1040;13119502.92438 ns;
14219;1027;13318985.23495 ns;
14220;1025;13158803.34005 ns;
14221;1045;13163083.23294 ns;
14222;1016;13317053.20626 ns;
14223;1033;13275902.25264 ns;
14224;1031;13194933.99933 ns;
14225;1062;13120428.65902 ns;
14226;1059;13176220.93484 ns;
14227;1002;13233127.07245 ns;
14228;1004;13120559.04418 ns;
14229;1051;13181887.10138 ns;
14230;1007;13165005.01707 ns;
14231;1005;13179141.09677 ns;
14232;1033;13159220.10690 ns;
14233;995;13161145.15066 ns;
14234;1019;13117381.83722 ns;
14235;1007;13123194.22141 ns;
14236;1032;13257674.87288 ns;
14237;1006;13120842.16624 ns;
14238;1040;13177906.62870 ns;
14239;1010;13160141.65059 ns;
14240;1033;13250158.16838 ns;
14241;1040;13140922.41228 ns;
14242;1008;13162547.72246 ns;
14243;1035;13164792.20986 ns;
14244;987;13267696.83510 ns;
14245;1002;13118788.59997 ns;
14246;1029;13160095.08446 ns;
14247;1021;13198407.83253 ns;
14248;1047;13139756.86207 ns;
14249;1044;13162643.64868 ns;
14250;993;13259022.03098 ns;
14251;1021;13561500.23639 ns;
14252;1033;13225123.28625 ns;
14253;931;13144947.12278 ns;
14254;1002;13217434.28707 ns;
14255;1079;13199314.00940 ns;
14256;1003;13164187.78151 ns;
14257;1022;13139320.07179 ns;
14258;1059;13121388.85260 ns;
14259;1008;13173597.39915 ns;
14260;1060;13161425.01310 ns;
14261;1009;13162091.84006 ns;
14262;1036;13139690.73817 ns;
14263;988;13124466.87371 ns;
14264;1009;13530617.11416 ns;
14265;972;13162185.90364 ns;
14266;1033;13239111.75132 ns;
14267;1020;13122412.84177 ns;
14268;1015;13239489.40262 ns;
14269;1039;13159743.04453 ns;
14270;1048;13275849.16726 ns;
14271;1027;13349852.99036 ns;
14272;1028;13241142.03453 ns;
14273;1014;13161174.95298 ns;
14274;967;13164749.36903 ns;
14275;1004;13121035.88134 ns;
14276;1022;13140116.81825 ns;
14277;985;13161704.87553 ns;
14278;1025;13161466.92261 ns;
14279;1042;13161625.24745 ns;
14280;1058;13122737.87335 ns;
14281;1028;13145020.23160 ns;
14282;1001;13180903.15908 ns;
14283;1025;13355685.86364 ns;
14284;1019;13163913.04135 ns;
14285;1039;13511303.34660 ns;
14286;1010;13124344.87045 ns;
14287;1063;13122850.09772 ns;
14288;1050;13206112.19853 ns;
14289;1054;13122698.29214 ns;
14290;1010;13123693.87597 ns;
14291;1048;13242762.07015 ns;
14292;1021;13123809.82563 ns;
14293;1049;13120579.06762 ns;
14294;1010;13198371.97661 ns;
14295;1034;13120173.94230 ns;
14296;981;13200483.28489 ns;
14297;991;13176789.97293 ns;
14298;1058;13204503.80445 ns;
14299;1059;13123610.05694 ns;
14300;1024;13198031.11255 ns;
14301;1019;13161742.12843 ns;
14302;1037;13238096.60971 ns;
14303;1022;13281614.98532 ns;
14304;1023;13321192.93511 ns;
14305;1002;13159980.99744 ns;
14306;1011;13120062.18359 ns;
14307;1059;13117872.17855 ns;
14308;1007;13121315.74377 ns;
14309;1012;13121619.35493 ns;
14310;1004;13121152.76232 ns;
14311;1010;13121984.89904 ns;
14312;988;13124045.91590 ns;
14313;1033;13161747.25071 ns;
14314;998;13162731.19301 ns;
14315;1054;13143775.98464 ns;
14316;1055;13177771.12126 ns;
14317;1060;13202184.34557 ns;
14318;963;13174237.21775 ns;
14319;1024;13339685.27615 ns;
14320;1030;13257851.82416 ns;
14321;1024;13173213.69424 ns;
14322;1024;13258570.80519 ns;
14323;1053;13137367.08835 ns;
14324;985;13152250.08875 ns;
14325;1022;13125009.36911 ns;
14326;998;13138337.99213 ns;
14327;1016;13181698.97422 ns;
14328;1017;13128631.28260 ns;
14329;1053;13121891.30113 ns;
14330;1018;13469803.14702 ns;
14331;1052;13293193.18756 ns;
14332;1030;13261460.23348 ns;
14333;1041;13302722.01449 ns;
14334;1046;13240081.25812 ns;
14335;1047;13244786.29977 ns;
14336;1017;13253817.80043 ns;
14337;999;13263319.15334 ns;
14338;1030;13191280.88653 ns;
14339;1070;13196011.07389 ns;
14340;1002;13229497.24272 ns;
14341;1022;13678014.74407 ns;
14342;1024;13416754.54751 ns;
14343;1014;13257368.00209 ns;
14344;1028;13655026.90896 ns;
14345;995;13280339.07339 ns;
14346;996;13117282.18570 ns;
14347;1013;13121326.91965 ns;
14348;972;13186505.99569 ns;
14349;1010;13232677.70931 ns;
14350;1030;13203965.96566 ns;
14351;1057;13138182.92692 ns;
14352;1024;13138965.23789 ns;
14353;1008;13161572.16206 ns;
14354;1028;13125585.85778 ns;
14355;1038;13130466.91939 ns;
14356;1008;13190988.91690 ns;
14357;1035;13141027.18607 ns;
14358;1004;13119091.74547 ns;
14359;1037;13126980.04767 ns;
14360;965;13158083.89336 ns;
14361;1036;13136798.98158 ns;
14362;1025;13120107.35273 ns;
14363;1032;13167898.17065 ns;
14364;1030;13243612.83332 ns;
14365;1001;13123429.84602 ns;
14366;1071;13123076.87476 ns;
14367;1001;13180538.08063 ns;
14368;1042;13136882.80061 ns;
14369;1015;13298940.37917 ns;
14370;1037;13128891.12160 ns;
14371;1012;13214769.77319 ns;
14372;1065;13144392.05453 ns;
14373;1024;13233565.25972 ns;
14374;1052;13191415.92830 ns;
14375;1023;13119003.26982 ns;
14376;1034;13175885.19305 ns;
14377;1032;13119905.72140 ns;
14378;995;13299960.17739 ns;
14379;1001;13207945.04136 ns;
14380;1050;13118226.08113 ns;
14381;984;13139866.75814 ns;
14382;1062;13162272.98230 ns;
14383;1023;13204193.20837 ns;
14384;1005;13158218.00381 ns;
14385;995;13120342.04602 ns;
14386;1023;13120534.82980 ns;
14387;1071;13181697.11158 ns;
14388;1048;13223861.34416 ns;
14389;1016;13119307.34664 ns;
14390;1047;13180522.71381 ns;
14391;1038;13180819.80571 ns;
14392;1034;13142863.75418 ns;
14393;1028;13120088.26062 ns;
14394;973;13121362.77556 ns;
14395;1055;13180477.07900 ns;
14396;1013;13122078.96262 ns;
14397;1004;13121998.86888 ns;
14398;1018;13120938.09247 ns;
14399;1023;13139597.14025 ns;
14400;1030;13150733.89560 ns;
14401;975;13121651.95122 ns;
14402;973;13121694.79206 ns;
14403;1012;13129905.33188 ns;
14404;993;13135524.93230 ns;
14405;1016;13285874.85477 ns;
14406;1019;13140323.10620 ns;
14407;1010;13158523.94328 ns;
14408;1003;13118912.00021 ns;
14409;1004;13123265.00192 ns;
14410;1023;13122356.96241 ns;
14411;1010;13191265.98537 ns;
14412;1043;13254166.11508 ns;
14413;1040;13122995.38404 ns;
14414;1023;13119606.30119 ns;
14415;1037;13203038.83404 ns;
14416;1000;13202020.89846 ns;
14417;1006;13123041.01884 ns;
14418;1039;13119539.71162 ns;
14419;989;13201477.00608 ns;
14420;1007;13136090.71076 ns;
14421;1061;13149342.03401 ns;
14422;992;13127737.21293 ns;
14423;1008;13141411.35663 ns;
14424;989;13122254.05127 ns;
14425;1023;13181755.31924 ns;
14426;1025;13121779.07676 ns;
14427;1009;13213059.86494 ns;
14428;1023;13253704.17908 ns;
14429;1055;13120473.82817 ns;
14430;997;13186156.74973 ns;
14431;1014;13130777.04981 ns;
14432;996;13182345.77775 ns;
14433;1050;13279508.33365 ns;
14434;1017;13182671.27499 ns;
14435;1044;13162997.08560 ns;
14436;1029;13120864.05233 ns;
14437;1009;13124551.62406 ns;
14438;1042;13238263.78211 ns;
14439;1032;13132723.97965 ns;
14440;1002;13147485.90812 ns;
14441;988;13122549.74619 ns;
14442;1038;13180266.13444 ns;
14443;995;13140942.90137 ns;
14444;1006;13129462.02233 ns;
14445;1011;13178708.03177 ns;
14446;1047;13122122.73479 ns;
14447;1013;13245806.09798 ns;
14448;1021;13175120.11155 ns;
14449;1015;13163438.99816 ns;
14450;1043;13160970.06202 ns;
14451;1006;13148318.97616 ns;
14452;1019;13203632.08652 ns;
14453;1035;13160019.18167 ns;
14454;1024;13175637.92691 ns;
14455;998;13286288.82766 ns;
14456;1025;13121840.07838 ns;
14457;991;13236691.24395 ns;
14458;1024;13155140.44836 ns;
14459;994;13164697.21496 ns;
14460;1048;13124272.22729 ns;
14461;997;13219123.24056 ns;
14462;990;13131604.06426 ns;
14463;1072;13131436.89185 ns;
14464;1011;13160277.15802 ns;
14465;990;13241119.68279 ns;
14466;1028;13202030.21169 ns;
14467;1012;13282593.80534 ns;
14468;985;13492681.08606 ns;
14469;1001;13349055.77824 ns;
14470;1014;13444530.77763 ns;
14471;1005;13313914.18353 ns;
14472;1081;13286309.78242 ns;
14473;1055;13264464.21444 ns;
14474;1016;13397081.28944 ns;
14475;1058;13204467.94853 ns;
14476;1011;13598690.27510 ns;
14477;998;13188996.81792 ns;
14478;1063;13349108.86362 ns;
14479;999;13218583.07347 ns;
14480;1047;13255012.68730 ns;
14481;1056;13321065.80958 ns;
14482;1011;13252264.82004 ns;
14483;1026;13311523.01282 ns;
14484;1022;13279668.98680 ns;
14485;1053;13318246.23048 ns;
14486;996;13123541.13907 ns;
14487;1041;13123452.66342 ns;
14488;992;13117710.12843 ns;
14489;1041;13122282.92227 ns;
14490;1009;13122903.18310 ns;
14491;1030;13168568.72290 ns;
14492;1020;13127626.38554 ns;
14493;1008;13120728.07923 ns;
14494;1027;13124282.93750 ns;
14495;1027;13175745.02900 ns;
14496;999;13127064.79803 ns;
14497;998;13141931.03462 ns;
14498;1019;13173333.36920 ns;
14499;1021;13159930.70602 ns;
14500;1035;13158236.16460 ns;
14501;1019;13121421.91455 ns;
14502;1063;13121730.18232 ns;
14503;1032;13122491.07286 ns;
14504;1004;13122959.99378 ns;
14505;998;13152407.01661 ns;
14506;1012;13142789.71404 ns;
14507;1052;13203721.95914 ns;
14508;1041;13245627.28405 ns;
14509;1002;13199753.12799 ns;
14510;1044;13220374.00678 ns;
14511;1046;13136046.93860 ns;
14512;1039;13140460.94194 ns;
14513;986;13124254.06650 ns;
14514;1029;13146149.92589 ns;
14515;1036;13157246.63436 ns;
14516;1029;13134327.71713 ns;
14517;1051;13123122.04391 ns;
14518;1042;13144983.91002 ns;
14519;989;13294258.15493 ns;
14520;1040;13119463.80883 ns;
14521;996;13149710.83775 ns;
14522;1005;13121630.06514 ns;
14523;1070;13140409.71920 ns;
14524;1004;13121114.11244 ns;
14525;1050;13124865.01411 ns;
14526;1007;13282543.97959 ns;
14527;1015;13197524.00741 ns;
14528;1047;13118545.99044 ns;
14529;1024;13178723.86426 ns;
14530;1030;13118138.07115 ns;
14531;1068;13216483.87238 ns;
14532;1056;13139570.13190 ns;
14533;1018;13130420.81892 ns;
14534;1035;13150515.96612 ns;
14535;1004;20307636.81978 ns;
14536;1006;13230875.60013 ns;
14537;999;13216976.07636 ns;
14538;1026;13216420.07679 ns;
14539;1031;13185219.83922 ns;
14540;1028;13121861.96446 ns;
14541;1029;13177040.03304 ns;
14542;1047;13227446.00475 ns;
14543;1031;13125146.73918 ns;
14544;1051;13133400.11984 ns;
14545;1033;13160219.41602 ns;
14546;1021;13186558.14976 ns;
14547;1006;13182307.59352 ns;
14548;1003;13137519.82525 ns;
14549;1019;13121750.20576 ns;
14550;1023;13120179.06457 ns;
14551;1050;13125312.98026 ns;
14552;995;13122449.16335 ns;
14553;1060;13177864.25352 ns;
14554;1028;13122201.43154 ns;
14555;1037;13430500.86871 ns;
14556;997;13149213.97716 ns;
14557;999;13119996.05969 ns;
14558;1021;13238078.91458 ns;
14559;1035;13151641.00379 ns;
14560;1043;13208887.07414 ns;
14561;979;13164731.20824 ns;
14562;1030;13183695.26416 ns;
14563;995;13185036.83433 ns;
14564;1016;13171217.86997 ns;
14565;1037;13186920.89990 ns;
14566;1023;13122159.05637 ns;
14567;998;13123423.79242 ns;
14568;1064;13228106.31245 ns;
14569;1050;13136274.18131 ns;
14570;1009;13121756.25935 ns;
14571;1021;13121077.32520 ns;
14572;1032;13119206.76380 ns;
14573;1012;13148345.05320 ns;
14574;1061;13139348.94279 ns;
14575;1034;13121808.41342 ns;
14576;1000;13123085.25667 ns;
14577;1037;13143524.06189 ns;
14578;1046;13152825.18044 ns;
14579;1016;13121788.85564 ns;
14580;1022;13235565.27495 ns;
14581;1030;13118908.74058 ns;
14582;1014;13135984.07432 ns;
14583;1036;13121449.85422 ns;
14584;1012;13273064.97842 ns;
14585;1044;13200862.79884 ns;
14586;1025;13200025.07418 ns;
14587;1001;13172294.94452 ns;
14588;974;13160741.88799 ns;
14589;1025;13250729.06911 ns;
14590;1008;13159826.86356 ns;
14591;1034;13157645.24043 ns;
14592;1013;13158468.99524 ns;
14593;1047;13125739.99166 ns;
14594;1046;13164381.96227 ns;
14595;1015;13160000.08956 ns;
14596;1026;13123483.86273 ns;
14597;1047;13295238.37194 ns;
14598;1035;13227286.28293 ns;
14599;993;13522831.72309 ns;
14600;1020;13147463.09072 ns;
14601;1035;13204481.91836 ns;
14602;1043;13160384.72578 ns;
14603;1046;13140036.25885 ns;
14604;988;13200656.97655 ns;
14605;1032;13364108.74501 ns;
14606;1032;13163818.97777 ns;
14607;1016;13122340.19861 ns;
14608;978;13216646.85383 ns;
14609;1052;13139971.99759 ns;
14610;1022;13429291.08068 ns;
14611;1001;13235424.17958 ns;
14612;1033;13199020.17713 ns;
14613;1031;13158130.92515 ns;
14614;1008;13161906.04120 ns;
14615;1033;13160562.14273 ns;
14616;1048;13123207.72558 ns;
14617;1027;13136771.04190 ns;
14618;1049;13185505.28958 ns;
14619;1012;13205482.15881 ns;
14620;1019;13141043.01855 ns;
14621;1016;13200011.10435 ns;
14622;1035;13323518.91324 ns;
14623;1001;13183453.12029 ns;
14624;1014;13122098.05474 ns;
14625;1000;13187991.92086 ns;
14626;1038;13137332.16375 ns;
14627;1009;13120308.98407 ns;
14628;1012;13147904.07196 ns;
14629;1036;13124589.80829 ns;
14630;1020;13159601.01783 ns;
14631;1020;13123995.15882 ns;
14632;1054;13121050.31684 ns;
14633;1030;13160269.24178 ns;
14634;1005;13160014.05939 ns;
14635;1025;13221038.03977 ns;
14636;994;13185522.98471 ns;
14637;1014;13230063.95251 ns;
14638;1035;13121755.79369 ns;
14639;999;13286077.88309 ns;
14640;1045;13161799.87043 ns;
14641;1061;13123022.85805 ns;
14642;1006;13136525.17274 ns;
14643;997;13141455.12879 ns;
14644;1017;13202717.99341 ns;
14645;996;13177936.89668 ns;
14646;1033;13252395.20520 ns;
14647;1011;13156637.08374 ns;
14648;1018;13120916.67205 ns;
14649;1001;13159685.30253 ns;
14650;1018;13121345.08044 ns;
14651;1043;13198633.21260 ns;
14652;1029;13736024.03328 ns;
14653;1044;13162929.09905 ns;
14654;1018;13222024.31038 ns;
14655;1005;13199931.01060 ns;
14656;1027;13121455.90782 ns;
14657;980;13119182.08376 ns;
14658;1021;13201623.68938 ns;
14659;1063;13677224.05121 ns;
14660;1066;13259483.96698 ns;
14661;1031;13251720.92766 ns;
14662;997;13165732.84566 ns;
14663;1050;13325228.82149 ns;
14664;998;13177779.96883 ns;
14665;1045;13195128.18009 ns;
14666;1020;13228148.68763 ns;
14667;996;13170276.76851 ns;
14668;1026;13245861.04602 ns;
14669;1017;13212337.15862 ns;
14670;1021;13183099.21771 ns;
14671;997;13267890.08453 ns;
14672;1008;13407913.03664 ns;
14673;1006;13341709.97143 ns;
14674;1021;13141531.96290 ns;
14675;1047;13122197.24059 ns;
14676;1027;13272480.10784 ns;
14677;1040;13121074.06557 ns;
14678;1038;13233788.77714 ns;
14679;1045;13121025.63679 ns;
14680;1028;13122779.31720 ns;
14681;1035;13164303.73117 ns;
14682;1019;13166073.70973 ns;
14683;1065;13123697.13560 ns;
14684;1066;13146353.88553 ns;
14685;1003;13299076.35227 ns;
14686;1021;13246242.88827 ns;
14687;1036;13175047.93406 ns;
14688;1007;13120941.81776 ns;
14689;1003;13156613.80067 ns;
14690;1026;13203987.85174 ns;
14691;1019;13162192.88856 ns;
14692;1027;13122940.90167 ns;
14693;1054;13157329.05641 ns;
14694;1009;13201124.03482 ns;
14695;1042;13222315.81435 ns;
14696;1027;13122510.16498 ns;
14697;1019;13185671.06500 ns;
14698;1019;13141941.27917 ns;
14699;1031;13158435.93329 ns;
14700;1000;13180566.02031 ns;
14701;1025;13185109.94315 ns;
14702;1027;13161465.05997 ns;
14703;1025;13129892.75903 ns;
14704;985;13267549.68613 ns;
14705;1029;13196749.14703 ns;
14706;1007;13123854.99477 ns;
14707;975;13127241.28366 ns;
14708;1017;13122524.60048 ns;
14709;1055;13120896.64862 ns;
14710;1053;13160080.64896 ns;
14711;983;13159458.99114 ns;
14712;1033;13237844.22129 ns;
14713;1025;13258706.77829 ns;
14714;1032;13238610.69977 ns;
14715;972;13137256.72662 ns;
14716;1028;13125420.08236 ns;
14717;1061;13124171.64445 ns;
14718;1049;13119461.94619 ns;
14719;1015;13317892.79357 ns;
14720;1004;13161226.17573 ns;
14721;1034;13193889.98672 ns;
14722;1025;13247841.96913 ns;
14723;1008;13243440.07298 ns;
14724;979;13123579.78895 ns;
14725;990;13162349.81641 ns;
14726;1007;13120776.04234 ns;
14727;996;13142100.06967 ns;
14728;1019;13125260.82620 ns;
14729;1036;13180573.00523 ns;
14730;1008;13178069.14449 ns;
14731;1054;13125473.63341 ns;
14732;997;13120867.77762 ns;
14733;996;13122068.71808 ns;
14734;1015;13122604.22856 ns;
14735;1029;13178965.07680 ns;
14736;1049;13180674.98505 ns;
14737;1002;13121499.21432 ns;
14738;997;13297025.11430 ns;
14739;1015;13120600.02238 ns;
14740;1018;13203733.13501 ns;
14741;1062;13137534.26075 ns;
14742;1000;13120766.26346 ns;
14743;1019;13258851.13329 ns;
14744;1045;13117983.93726 ns;
14745;1028;13119013.04871 ns;
14746;993;13123885.26276 ns;
14747;1010;13160300.90675 ns;
14748;1004;13469687.19736 ns;
14749;1067;13240124.09896 ns;
14750;1016;13121900.14869 ns;
14751;1000;13198819.01145 ns;
14752;1005;13242370.91467 ns;
14753;1046;13118325.73265 ns;
14754;1028;13258723.07643 ns;
14755;1020;13134872.07517 ns;
14756;1016;13248390.98379 ns;
14757;1030;13217542.32049 ns;
14758;1044;13226104.90024 ns;
14759;984;13205145.95136 ns;
14760;1082;13121141.12079 ns;
14761;1035;13122295.02946 ns;
14762;1009;13119795.82533 ns;
14763;1043;13120979.07066 ns;
14764;1012;13201011.81045 ns;
14765;1023;13233697.97319 ns;
14766;1004;13122343.45824 ns;
14767;996;13241523.87679 ns;
14768;1000;13180598.15094 ns;
14769;982;13163028.28491 ns;
14770;987;13235914.98658 ns;
14771;1030;13191765.17427 ns;
14772;1089;13121634.72176 ns;
14773;992;13143502.17581 ns;
14774;1024;13164352.15995 ns;
14775;1009;13162317.68578 ns;
14776;1046;13124857.09786 ns;
14777;1040;13293914.96256 ns;
14778;1007;13198816.68314 ns;
14779;1012;13180836.10386 ns;
14780;1009;13159773.77817 ns;
14781;1032;13118523.63870 ns;
14782;1045;13179369.27080 ns;
14783;1000;13159662.01946 ns;
14784;995;13162120.24540 ns;
14785;1047;13141056.05707 ns;
14786;1019;13141931.03462 ns;
14787;1012;13126587.96087 ns;
14788;1056;13162754.01041 ns;
14789;999;13278339.05816 ns;
14790;1010;13121393.04355 ns;
14791;1004;13151163.70097 ns;
14792;1018;13258783.14674 ns;
14793;1047;13475678.86114 ns;
14794;1019;13239683.11772 ns;
14795;969;13121892.23245 ns;
14796;1021;13199384.78991 ns;
14797;982;13224830.85096 ns;
14798;1008;13488607.01546 ns;
14799;1036;13617551.88555 ns;
14800;1010;13282223.13896 ns;
14801;1017;13230078.85367 ns;
14802;1078;13389667.03042 ns;
14803;1080;13284016.86624 ns;
14804;1036;13554259.66904 ns;
14805;1058;13228072.31918 ns;
14806;1044;13295704.03323 ns;
14807;998;13494530.69270 ns;
14808;1013;13376357.03385 ns;
14809;1032;13543223.96219 ns;
14810;1046;13368711.80683 ns;
14811;1036;13252842.70570 ns;
14812;1030;13158009.85321 ns;
14813;989;13292665.12766 ns;
14814;1005;13141591.10188 ns;
14815;995;13162937.94662 ns;
14816;1056;13155222.87041 ns;
14817;1007;13289934.95554 ns;
14818;997;13278304.13356 ns;
14819;1021;13121508.06189 ns;
14820;999;13123090.84460 ns;
14821;993;13122105.97098 ns;
14822;992;13204596.93670 ns;
14823;983;13140866.99858 ns;
14824;1069;13235517.77750 ns;
14825;1005;13160684.61165 ns;
14826;1033;13280150.94623 ns;
14827;1025;13125765.13737 ns;
14828;1033;13144050.72480 ns;
14829;1003;13183057.77386 ns;
14830;1023;13119331.09537 ns;
14831;1007;13161371.92771 ns;
14832;1075;13205880.29921 ns;
14833;1007;13120101.76480 ns;
14834;1035;13122200.03456 ns;
14835;1057;13119623.99632 ns;
14836;990;13264874.92770 ns;
14837;996;13121502.00829 ns;
14838;1036;13484789.98989 ns;
14839;1033;13160360.04573 ns;
14840;1029;13198391.06873 ns;
14841;1025;13221395.20198 ns;
14842;1005;13123366.05042 ns;
14843;1016;13141251.16915 ns;
14844;996;13121230.99342 ns;
14845;1030;13163800.81698 ns;
14846;1004;13121225.87115 ns;
14847;1089;13179852.16156 ns;
14848;1035;13164007.10493 ns;
14849;980;13123898.76693 ns;
14850;1041;13122920.87823 ns;
14851;1034;13224334.92169 ns;
14852;1018;13317255.30326 ns;
14853;1003;13216887.13506 ns;
14854;1020;13204478.19307 ns;
14855;1041;13331859.83822 ns;
14856;1025;13360750.39580 ns;
14857;1005;13206990.90138 ns;
14858;1028;13170410.87896 ns;
14859;1057;13180227.95022 ns;
14860;1057;13161126.05855 ns;
14861;1035;13160230.59189 ns;
14862;1035;13222565.87446 ns;
14863;1025;13121302.23960 ns;
14864;1022;13160984.03186 ns;
14865;1034;13219143.72966 ns;
14866;1004;13120921.32866 ns;
14867;1041;13163238.76381 ns;
14868;1018;13139532.41333 ns;
14869;1057;13207022.10069 ns;
14870;1061;13241675.21670 ns;
14871;1052;13120469.17155 ns;
14872;1010;13288444.37376 ns;
14873;978;13117513.15370 ns;
14874;1011;13160131.87170 ns;
14875;1025;13163649.01140 ns;
14876;1026;13361756.22419 ns;
14877;1003;13159053.40016 ns;
14878;990;13197120.74474 ns;
14879;1014;13126504.14184 ns;
14880;1035;13198532.16410 ns;
14881;1014;13122520.87519 ns;
14882;1039;13121123.89132 ns;
14883;1036;13295599.25944 ns;
14884;1030;13260479.08515 ns;
14885;1056;13201280.03135 ns;
14886;1053;13164153.32258 ns;
14887;1032;13162595.21991 ns;
14888;1016;13118444.01062 ns;
14889;1015;13199175.24233 ns;
14890;1029;13125087.13454 ns;
14891;989;13115976.93712 ns;
14892;1027;13280013.11049 ns;
14893;1046;13161153.06690 ns;
14894;1050;13324159.66317 ns;
14895;1008;13255710.71357 ns;
14896;1049;13147737.83088 ns;
14897;1034;13143830.93268 ns;
14898;1013;13300104.99805 ns;
14899;1021;13219779.82298 ns;
14900;999;13121125.75397 ns;
14901;1013;13162031.76975 ns;
14902;1016;13124149.29271 ns;
14903;1040;13120859.86137 ns;
14904;988;13203522.19045 ns;
14905;1043;13158258.05068 ns;
14906;1015;13120026.79333 ns;
14907;1025;13221264.35116 ns;
14908;1036;13261171.05782 ns;
14909;1029;13321852.31149 ns;
14910;1013;13302622.82863 ns;
14911;1035;13300531.07813 ns;
14912;1059;13163893.01792 ns;
14913;1055;13214084.78543 ns;
14914;987;13263720.08771 ns;
14915;1021;13119484.29793 ns;
14916;1052;13120457.99568 ns;
14917;988;13230392.70937 ns;
14918;1028;13180451.00197 ns;
14919;1015;13178179.04055 ns;
14920;1045;13118904.08397 ns;
14921;1021;13204360.38077 ns;
14922;1030;13160502.07242 ns;
14923;1067;13120540.88339 ns;
14924;1039;13180351.81612 ns;
14925;1061;13120929.71057 ns;
14926;1055;13120605.14465 ns;
14927;1006;13159675.98930 ns;
14928;1068;13138746.37708 ns;
14929;1001;13158981.22266 ns;
14930;1019;13118859.84614 ns;
14931;1030;13117398.13536 ns;
14932;985;13944756.23965 ns;
14933;1041;13262073.97506 ns;
14934;1008;13178489.17097 ns;
14935;1029;13125396.79930 ns;
14936;1046;13123127.63184 ns;
14937;986;13297506.14241 ns;
14938;1027;13226218.05593 ns;
14939;1001;13154960.23744 ns;
14940;972;13262602.03496 ns;
14941;1014;13139535.20730 ns;
14942;977;13175184.83847 ns;
14943;1003;13184536.71411 ns;
14944;1053;13124471.06466 ns;
14945;1011;13169525.65685 ns;
14946;1006;13161343.98803 ns;
14947;1000;13327192.04947 ns;
14948;1012;13165074.86627 ns;
14949;1031;13142195.99590 ns;
14950;996;13160128.14641 ns;
14951;1011;13120499.90520 ns;
14952;989;13124475.25561 ns;
14953;1054;13164934.70222 ns;
14954;1046;13247394.00297 ns;
14955;1032;13235742.22624 ns;
14956;998;13122322.03782 ns;
14957;1025;13219914.86475 ns;
14958;1027;13221355.15511 ns;
14959;1019;13204053.97564 ns;
14960;1063;13140824.15774 ns;
14961;1016;13161874.84190 ns;
14962;1032;13201726.13487 ns;
14963;1003;13576467.98715 ns;
14964;1013;13162171.93380 ns;
14965;1062;13217461.29543 ns;
14966;1038;13160836.88289 ns;
14967;1057;13201843.94717 ns;
